TIMESTAMP (HH:MM:SS),  Presence time (Seconds),  Scrolling (Pixels)
2:11:01 PM, 0, 0
2:11:03 PM, 2.2, 0.4800768122899664
2:11:05 PM, 4.219, 0.4723955832933269
2:11:07 PM, 6.25, 0.528084493518963
2:11:09 PM, 8.266, 0.46701871713536663
2:11:11 PM, 10.294, 0.27594814584396005
